LOCALE,KEY,ENGLISH,,,,,,VALUE,FIXUTURE,CONTEXT
fr,admin.work_order.close.do_not_display,Do not display,Do not display,Do not display,Ne pas afficher,Ne pas afficher,Ne pas afficher,Ne pas afficher,"'admin.work_order.close.do_not_display':'Ne pas afficher',",
fr,admin.work_order.close.unchecked,Unchecked,Unchecked,Unchecked,incontrôlé,incontrôlé,incontrôlé,incontrôlé,"'admin.work_order.close.unchecked':'incontrôlé',",
fr,air.balance,Air Balance,Air Balance,Air Balance,Air balance,Air balance,Air balance,Air balance,"'air.balance':'Air balance',",
fr,air.duct.cleaning,Air Duct Cleaning,Air Duct Cleaning,Air Duct Cleaning,Air Duct Cleaning,Air Duct Cleaning,Air Duct Cleaning,Air Duct Cleaning,"'air.duct.cleaning':'Air Duct Cleaning',",
fr,alarms,Alarms,Alarms,Alarms,alarmes,alarmes,alarmes,alarmes,"'alarms':'alarmes',",
fr,animatronics,Animatronics,Animatronics,Animatronics,Animatronics,Animatronics,Animatronics,Animatronics,"'animatronics':'Animatronics',",
fr,appliances,Appliances,Appliances,Appliances,appareils électroménagers,appareils électroménagers,appareils électroménagers,appareils électroménagers,"'appliances':'appareils électroménagers',",
fr,aquariums,Aquariums,Aquariums,Aquariums,Aquariums,Aquariums,Aquariums,Aquariums,"'aquariums':'Aquariums',",
fr,architectural,Architectural,Architectural,Architectural,Architectural,Architectural,Architectural,Architectural,"'architectural':'Architectural',",
fr,artwork,Artwork,Artwork,Artwork,Ouvrages d'art,Ouvrages d'art,Ouvrages d'art,Ouvrages d'art,"'artwork':'Ouvrages d\'art',",
fr,assembly.services,Assembly Services,Assembly Services,Assembly Services,services de l'Assemblée,services de l'Assemblée,services de l'Assemblée,services de l'Assemblée,"'assembly.services':'services de l\'Assemblée',",
fr,asset.tagging,Asset Tagging,Asset Tagging,Asset Tagging,Asset Tagging,Asset Tagging,Asset Tagging,Asset Tagging,"'asset.tagging':'Asset Tagging',",
fr,attachment.fail,File failed to upload,File failed to upload,File failed to upload,Fichier n'a pas réussi à télécharger,Fichier n'a pas réussi à télécharger,Fichier n'a pas réussi à télécharger,Fichier n'a pas réussi à télécharger,"'attachment.fail':'Fichier n\'a pas réussi à télécharger',",
fr,attachment.too_large,File is too large,File is too large,File is too large,Le fichier est trop grand,Le fichier est trop grand,Le fichier est trop grand,Le fichier est trop grand,"'attachment.too_large':'Le fichier est trop grand',",
fr,audio.and.video,Audio And Video,Audio And Video,Audio And Video,Audio et vidéo,Audio et vidéo,Audio et vidéo,Audio et vidéo,"'audio.and.video':'Audio et vidéo',",
fr,auto.glass,Auto Glass,Auto Glass,Auto Glass,Auto Glass,Auto Glass,Auto Glass,Auto Glass,"'auto.glass':'Auto Glass',",
fr,automation,Automation,Automation,Automation,Automatisation,Automatisation,Automatisation,Automatisation,"'automation':'Automatisation',",
fr,automation.actions.body,Body,Body,Body,Corps,Corps,Corps,Corps,"'automation.actions.body':'Corps',",
fr,automation.actions.cc,CC(s),CC(s),CC(s),CC (s),CC (s),CC (s),CC (s),"'automation.actions.cc':'CC (s)',",
fr,automation.actions.email,Email,Email,Email,Email,Email,Email,Email,"'automation.actions.email':'Email',",
fr,automation.actions.message,Message,Message,Message,Message,Message,Message,Message,"'automation.actions.message':'Message',",
fr,automation.actions.recipients,Recipients,Recipients,Recipients,Destinataires,Destinataires,Destinataires,Destinataires,"'automation.actions.recipients':'Destinataires',",
fr,automation.actions.request,Request Text,Request Text,Request Text,Demande texte,Demande texte,Demande texte,Demande texte,"'automation.actions.request':'Demande texte',",
fr,automation.actions.send_email,Send Email,Send Email,Send Email,Envoyer un email,Envoyer un email,Envoyer un email,Envoyer un email,"'automation.actions.send_email':'Envoyer un email',",
fr,automation.actions.send_sms,Send Text Message,Send Text Message,Send Text Message,Envoyer un texto,Envoyer un texto,Envoyer un texto,Envoyer un texto,"'automation.actions.send_sms':'Envoyer un texto',",
fr,automation.actions.sms,Text Message,Text Message,Text Message,Message texte,Message texte,Message texte,Message texte,"'automation.actions.sms':'Message texte',",
fr,automation.actions.status,Status,Status,Status,Statut,Statut,Statut,Statut,"'automation.actions.status':'Statut',",
fr,automation.actions.status,Status,Status,Status,Statut,Statut,Statut,Statut,"'automation.actions.status':'Statut',",
fr,automation.actions.subject,Subject,Subject,Subject,Assujettir,Assujettir,Assujettir,Assujettir,"'automation.actions.subject':'Assujettir',",
fr,automation.actions.ticket_assignee,Ticket: Assignee,Ticket: Assignee,Ticket: Assignee,Ticket: Assigné,Ticket: Assigné,Ticket: Assigné,Ticket: Assigné,"'automation.actions.ticket_assignee':'Ticket: Assigné',",
fr,automation.actions.ticket_cc,Ticket: CC,Ticket: CC,Ticket: CC,Ticket: CC,Ticket: CC,Ticket: CC,Ticket: CC,"'automation.actions.ticket_cc':'Ticket: CC',",
fr,automation.actions.ticket_priority,Ticket: Priority,Ticket: Priority,Ticket: Priority,Ticket: Priorité,Ticket: Priorité,Ticket: Priorité,Ticket: Priorité,"'automation.actions.ticket_priority':'Ticket: Priorité',",
fr,automation.actions.ticket_request,Ticket: Request,Ticket: Request,Ticket: Request,Ticket: Demande,Ticket: Demande,Ticket: Demande,Ticket: Demande,"'automation.actions.ticket_request':'Ticket: Demande',",
fr,automation.actions.ticket_status,Ticket: Status,Ticket: Status,Ticket: Status,Ticket: Statut,Ticket: Statut,Ticket: Statut,Ticket: Statut,"'automation.actions.ticket_status':'Ticket: Statut',",
fr,automation.event.ticket_assignee_change,Ticket Assignee Change,Ticket Assignee Change,Ticket Assignee Change,Ticket Cessionnaire Change,Ticket Cessionnaire Change,Ticket Cessionnaire Change,Ticket Cessionnaire Change,"'automation.event.ticket_assignee_change':'Ticket Cessionnaire Change',",
fr,automation.event.ticket_attachment_add,Ticket Attachment,Ticket Attachment,Ticket Attachment,ticket Attachment,ticket Attachment,ticket Attachment,ticket Attachment,"'automation.event.ticket_attachment_add':'ticket Attachment',",
fr,automation.event.ticket_category_change,Ticket Category Change,Ticket Category Change,Ticket Category Change,Ticket Catégorie Change,Ticket Catégorie Change,Ticket Catégorie Change,Ticket Catégorie Change,"'automation.event.ticket_category_change':'Ticket Catégorie Change',",
fr,automation.event.ticket_cc_add,Ticket CC Change,Ticket CC Change,Ticket CC Change,Ticket CC Change,Ticket CC Change,Ticket CC Change,Ticket CC Change,"'automation.event.ticket_cc_add':'Ticket CC Change',",
fr,automation.event.ticket_comment,Ticket Comment,Ticket Comment,Ticket Comment,ticket Commentaire,ticket Commentaire,ticket Commentaire,ticket Commentaire,"'automation.event.ticket_comment':'ticket Commentaire',",
fr,automation.event.ticket_location_change,Ticket Location Change,Ticket Location Change,Ticket Location Change,Ticket emplacement Changer,Ticket emplacement Changer,Ticket emplacement Changer,Ticket emplacement Changer,"'automation.event.ticket_location_change':'Ticket emplacement Changer',",
fr,automation.event.ticket_priority_change,Ticket Priority Change,Ticket Priority Change,Ticket Priority Change,Ticket Changement de la priorité,Ticket Changement de la priorité,Ticket Changement de la priorité,Ticket Changement de la priorité,"'automation.event.ticket_priority_change':'Ticket Changement de la priorité',",
fr,automation.event.ticket_status_cancelled,Ticket: Status Cancelled,Ticket: Status Cancelled,Ticket: Status Cancelled,Ticket: Statut Annulé,Ticket: Statut Annulé,Ticket: Statut Annulé,Ticket: Statut Annulé,"'automation.event.ticket_status_cancelled':'Ticket: Statut Annulé',",
fr,automation.event.ticket_status_complete,Ticket: Status Complete,Ticket: Status Complete,Ticket: Status Complete,Ticket: Etat complète,Ticket: Etat complète,Ticket: Etat complète,Ticket: Etat complète,"'automation.event.ticket_status_complete':'Ticket: Etat complète',",
fr,automation.event.ticket_status_deferred,Ticket: Status Deferred,Ticket: Status Deferred,Ticket: Status Deferred,Ticket: Statut différé,Ticket: Statut différé,Ticket: Statut différé,Ticket: Statut différé,"'automation.event.ticket_status_deferred':'Ticket: Statut différé',",
fr,automation.event.ticket_status_denied,Ticket: Status Denied,Ticket: Status Denied,Ticket: Status Denied,Ticket: Statut refusé,Ticket: Statut refusé,Ticket: Statut refusé,Ticket: Statut refusé,"'automation.event.ticket_status_denied':'Ticket: Statut refusé',",
fr,automation.event.ticket_status_draft,Ticket: Status Draft,Ticket: Status Draft,Ticket: Status Draft,Ticket: Statut Projet,Ticket: Statut Projet,Ticket: Statut Projet,Ticket: Statut Projet,"'automation.event.ticket_status_draft':'Ticket: Statut Projet',",
fr,automation.event.ticket_status_in_progress,Ticket: Status In Progress,Ticket: Status In Progress,Ticket: Status In Progress,Ticket: Statut En cours,Ticket: Statut En cours,Ticket: Statut En cours,Ticket: Statut En cours,"'automation.event.ticket_status_in_progress':'Ticket: Statut En cours',",
fr,automation.event.ticket_status_new,Ticket: Status New,Ticket: Status New,Ticket: Status New,Ticket: État Nouveau,Ticket: État Nouveau,Ticket: État Nouveau,Ticket: État Nouveau,"'automation.event.ticket_status_new':'Ticket: État Nouveau',",
fr,automation.event.ticket_status_pending,Ticket: Status Pending,Ticket: Status Pending,Ticket: Status Pending,Ticket: Statut En attente,Ticket: Statut En attente,Ticket: Statut En attente,Ticket: Statut En attente,"'automation.event.ticket_status_pending':'Ticket: Statut En attente',",
fr,automation.event.ticket_status_solved,Ticket: Status Solved,Ticket: Status Solved,Ticket: Status Solved,Ticket: Statut Résolu,Ticket: Statut Résolu,Ticket: Statut Résolu,Ticket: Statut Résolu,"'automation.event.ticket_status_solved':'Ticket: Statut Résolu',",
fr,automation.event.ticket_status_unsatisfactory,Ticket: Status Unsatisfactory,Ticket: Status Unsatisfactory,Ticket: Status Unsatisfactory,Ticket: Status Insatisfaisant,Ticket: Status Insatisfaisant,Ticket: Status Insatisfaisant,Ticket: Status Insatisfaisant,"'automation.event.ticket_status_unsatisfactory':'Ticket: Status Insatisfaisant',",
fr,awning.cleaning,Awning Cleaning,Awning Cleaning,Awning Cleaning,Nettoyage Auvent,Nettoyage Auvent,Nettoyage Auvent,Nettoyage Auvent,"'awning.cleaning':'Nettoyage Auvent',",
fr,awnings.and.shades,Awnings And Shades,Awnings And Shades,Awnings And Shades,Auvents Et Shades,Auvents Et Shades,Auvents Et Shades,Auvents Et Shades,"'awnings.and.shades':'Auvents Et Shades',",
fr,bar.equipment,Bar Equipment,Bar Equipment,Bar Equipment,Bar Équipement,Bar Équipement,Bar Équipement,Bar Équipement,"'bar.equipment':'Bar Équipement',",
fr,bicycle.racks,Bicycle Racks,Bicycle Racks,Bicycle Racks,Porte-vélos,Porte-vélos,Porte-vélos,Porte-vélos,"'bicycle.racks':'Porte-vélos',",
fr,blinds.and.window.coverings,Blinds And Window Coverings,Blinds And Window Coverings,Blinds And Window Coverings,Stores Et Rideaux,Stores Et Rideaux,Stores Et Rideaux,Stores Et Rideaux,"'blinds.and.window.coverings':'Stores Et Rideaux',",
fr,boilers,Boilers,Boilers,Boilers,Chaudières,Chaudières,Chaudières,Chaudières,"'boilers':'Chaudières',",
fr,book-binding,Book-Binding,Book-Binding,Book-Binding,Reliure,Reliure,Reliure,Reliure,"'book-binding':'Reliure',",
fr,bullet.resistant.enclosures,Bullet Resistant Enclosures,Bullet Resistant Enclosures,Bullet Resistant Enclosures,Bullet Boîtiers résistants,Bullet Boîtiers résistants,Bullet Boîtiers résistants,Bullet Boîtiers résistants,"'bullet.resistant.enclosures':'Bullet Boîtiers résistants',",
fr,button.add,New {{model}},New _model}},New _model_var_,New _model_var_,New _model}},New {{model}},New {{model}},"'button.add':'New {{model}}',",
fr,button.upload,Attach file,Attach file,Attach file,Pièce jointe,Pièce jointe,Pièce jointe,Pièce jointe,"'button.upload':'Pièce jointe',",
fr,cable.services,Cable Services,Cable Services,Cable Services,Cable services,Cable services,Cable services,Cable services,"'cable.services':'Cable services',",
fr,car.wash,Car Wash,Car Wash,Car Wash,Lave-Auto,Lave-Auto,Lave-Auto,Lave-Auto,"'car.wash':'Lave-Auto',",
fr,carpet.cleaning,Carpet Cleaning,Carpet Cleaning,Carpet Cleaning,Nettoyage de tapis,Nettoyage de tapis,Nettoyage de tapis,Nettoyage de tapis,"'carpet.cleaning':'Nettoyage de tapis',",
fr,caulking.and.waterproofing,Caulking And Waterproofing,Caulking And Waterproofing,Caulking And Waterproofing,Calfeutrage et imperméabilisation,Calfeutrage et imperméabilisation,Calfeutrage et imperméabilisation,Calfeutrage et imperméabilisation,"'caulking.and.waterproofing':'Calfeutrage et imperméabilisation',",
fr,ceiling.cleaning,Ceiling Cleaning,Ceiling Cleaning,Ceiling Cleaning,plafond Nettoyage,plafond Nettoyage,plafond Nettoyage,plafond Nettoyage,"'ceiling.cleaning':'plafond Nettoyage',",
fr,ceilings,Ceilings,Ceilings,Ceilings,Plafonds,Plafonds,Plafonds,Plafonds,"'ceilings':'Plafonds',",
fr,chemical.process,Chemical Process,Chemical Process,Chemical Process,Procédés chimiques,Procédés chimiques,Procédés chimiques,Procédés chimiques,"'chemical.process':'Procédés chimiques',",
fr,chemicals,Chemicals,Chemicals,Chemicals,Produits chimiques,Produits chimiques,Produits chimiques,Produits chimiques,"'chemicals':'Produits chimiques',",
fr,chillers,Chillers,Chillers,Chillers,Chillers,Chillers,Chillers,Chillers,"'chillers':'Chillers',",
fr,chimney.service.and.repair,Chimney Service And Repair,Chimney Service And Repair,Chimney Service And Repair,Entretien et réparation de cheminée,Entretien et réparation de cheminée,Entretien et réparation de cheminée,Entretien et réparation de cheminée,"'chimney.service.and.repair':'Entretien et réparation de cheminée',",
fr,coffee.equipment,Coffee Equipment,Coffee Equipment,Coffee Equipment,Équipement de café,Équipement de café,Équipement de café,Équipement de café,"'coffee.equipment':'Équipement de café',",
fr,coil.cleaning,Coil Cleaning,Coil Cleaning,Coil Cleaning,Coil Nettoyage,Coil Nettoyage,Coil Nettoyage,Coil Nettoyage,"'coil.cleaning':'Coil Nettoyage',",
fr,communications,Communications,Communications,Communications,Communications,Communications,Communications,Communications,"'communications':'Communications',",
fr,computer,Computer,Computer,Computer,Ordinateur,Ordinateur,Ordinateur,Ordinateur,"'computer':'Ordinateur',",
fr,concession.stand.equipment.repair,Concession Stand Equipment Repair,Concession Stand Equipment Repair,Concession Stand Equipment Repair,Stand de réparation d'équipement,Stand de réparation d'équipement,Stand de réparation d'équipement,Stand de réparation d'équipement,"'concession.stand.equipment.repair':'Stand de réparation d\'équipement',",
fr,concrete.staining,Concrete Staining,Concrete Staining,Concrete Staining,coloration Béton,coloration Béton,coloration Béton,coloration Béton,"'concrete.staining':'coloration Béton',",
fr,construction,Construction,Construction,Construction,Construction,Construction,Construction,Construction,"'construction':'Construction',",
fr,"construction.equipment.repair,.sales,.rental","Construction Equipment Repair, Sales, Rental","Construction Equipment Repair, Sales, Rental","Construction Equipment Repair, Sales, Rental","L'équipement de construction et réparation, vente, location","L'équipement de construction et réparation, vente, location","L'équipement de construction et réparation, vente, location","L'équipement de construction et réparation, vente, location","'construction.equipment.repair,.sales,.rental':'L\'équipement de construction et réparation, vente, location',",
fr,consulting,Consulting,Consulting,Consulting,Consultant,Consultant,Consultant,Consultant,"'consulting':'Consultant',",
fr,cooling.towers,Cooling Towers,Cooling Towers,Cooling Towers,Tours de refroidissement,Tours de refroidissement,Tours de refroidissement,Tours de refroidissement,"'cooling.towers':'Tours de refroidissement',",
fr,crowd.control,Crowd Control,Crowd Control,Crowd Control,Contrôle de foule,Contrôle de foule,Contrôle de foule,Contrôle de foule,"'crowd.control':'Contrôle de foule',",
fr,crud.cancel.button,Cancel,Cancel,Cancel,Annuler,Annuler,Annuler,Annuler,"'crud.cancel.button':'Annuler',",
fr,crud.close_tab,Close Tab,Close Tab,Close Tab,Fermer l'onglet,Fermer l'onglet,Fermer l'onglet,Fermer l'onglet,"'crud.close_tab':'Fermer l\'onglet',",
fr,crud.create.button,Create,Create,Create,Créer,Créer,Créer,Créer,"'crud.create.button':'Créer',",
fr,crud.create.error,Error creating {{model}}.,Error creating _model}}.,Error creating _model_var_.,Erreur de création _model_var_.,Erreur de création _model}}.,Erreur de création {{model}}.,Erreur de création {{model}}.,"'crud.create.error':'Erreur de création {{model}}.',",
fr,crud.create.success,{{model}} created successfully.,_model}} created successfully.,_model_var_ created successfully.,_model_var_ créé avec succès.,_model}} créé avec succès.,{{model}} créé avec succès.,{{model}} créé avec succès.,"'crud.create.success':'{{model}} créé avec succès.',",
fr,crud.default_value,Default: {{value}},Default: _value}},Default: _value_var_,Par défaut: _value_var_,Par défaut: _value}},Par défaut: {{value}},Par défaut: {{value}},"'crud.default_value':'Par défaut: {{value}}',",
fr,crud.delete.button,Delete,Delete,Delete,Effacer,Effacer,Effacer,Effacer,"'crud.delete.button':'Effacer',",
fr,crud.delete.confirm,Are you sure you want to delete this {{module}}?,Are you sure you want to delete this _module}}?,Are you sure you want to delete this _module_var_?,Êtes-vous sûr de vouloir supprimer cette _module_var_?,Êtes-vous sûr de vouloir supprimer cette _module}}?,Êtes-vous sûr de vouloir supprimer cette {{module}}?,Êtes-vous sûr de vouloir supprimer cette {{module}}?,"'crud.delete.confirm':'Êtes-vous sûr de vouloir supprimer cette {{module}}?',",
fr,crud.delete.error,Error deleting {{model}}.,Error deleting _model}}.,Error deleting _model_var_.,Erreur de suppression _model_var_.,Erreur de suppression _model}}.,Erreur de suppression {{model}}.,Erreur de suppression {{model}}.,"'crud.delete.error':'Erreur de suppression {{model}}.',",
fr,crud.delete.title,Delete Record,Delete Record,Delete Record,Supprimer l'enregistrement,Supprimer l'enregistrement,Supprimer l'enregistrement,Supprimer l'enregistrement,"'crud.delete.title':'Supprimer l\'enregistrement',",
fr,crud.discard_changes,Unsaved Changes,Unsaved Changes,Unsaved Changes,modifications non enregistrées,modifications non enregistrées,modifications non enregistrées,modifications non enregistrées,"'crud.discard_changes':'modifications non enregistrées',",
fr,crud.discard_changes_confirm,All unsaved changes will be lost.  Are you sure you want to continue?,All unsaved changes will be lost.  Are you sure you want to continue?,All unsaved changes will be lost.  Are you sure you want to continue?,Toutes les modifications non enregistrées seront perdues. Es-tu sur de vouloir continuer?,Toutes les modifications non enregistrées seront perdues. Es-tu sur de vouloir continuer?,Toutes les modifications non enregistrées seront perdues. Es-tu sur de vouloir continuer?,Toutes les modifications non enregistrées seront perdues. Es-tu sur de vouloir continuer?,"'crud.discard_changes_confirm':'Toutes les modifications non enregistrées seront perdues. Es-tu sur de vouloir continuer?',",
fr,crud.duplicate.button,Duplicate,Duplicate,Duplicate,Dupliquer,Dupliquer,Dupliquer,Dupliquer,"'crud.duplicate.button':'Dupliquer',",
fr,crud.inherited_from,Inherited from: {{from}},Inherited from: _from}},Inherited from: _from_var_,Hérité de: _from_var_,Hérité de: _from}},Hérité de: {{from}},Hérité de: {{from}},"'crud.inherited_from':'Hérité de: {{from}}',",
fr,crud.no,No,No,No,Non,Non,Non,Non,"'crud.no':'Non',",
fr,crud.print.button,Print,Print,Print,Impression,Impression,Impression,Impression,"'crud.print.button':'Impression',",
fr,crud.restore.button,Restore,Restore,Restore,Restaurer,Restaurer,Restaurer,Restaurer,"'crud.restore.button':'Restaurer',",
fr,crud.restore.error,Error restoring {{model}},Error restoring _model}},Error restoring _model_var_,Erreur restauration _model_var_,Erreur restauration _model}},Erreur restauration {{model}},Erreur restauration {{model}},"'crud.restore.error':'Erreur restauration {{model}}',",
fr,crud.restore.success,{{model}} restored successfully.,_model}} restored successfully.,_model_var_ restored successfully.,_model_var_ restauré avec succès.,_model}} restauré avec succès.,{{model}} restauré avec succès.,{{model}} restauré avec succès.,"'crud.restore.success':'{{model}} restauré avec succès.',",
fr,crud.save_only.button,Save,Save,Save,sauvegarder,sauvegarder,sauvegarder,sauvegarder,"'crud.save_only.button':'sauvegarder',",
fr,crud.save_progress,You currently have unsaved changes.  Would you like to save your progress?,You currently have unsaved changes.  Would you like to save your progress?,You currently have unsaved changes.  Would you like to save your progress?,Vous avez actuellement des modifications non enregistrées. Souhaitez-vous sauvegarder votre progression?,Vous avez actuellement des modifications non enregistrées. Souhaitez-vous sauvegarder votre progression?,Vous avez actuellement des modifications non enregistrées. Souhaitez-vous sauvegarder votre progression?,Vous avez actuellement des modifications non enregistrées. Souhaitez-vous sauvegarder votre progression?,"'crud.save_progress':'Vous avez actuellement des modifications non enregistrées. Souhaitez-vous sauvegarder votre progression?',",
fr,crud.save.button,Save and Close,Save and Close,Save and Close,Sauver et fermer,Sauver et fermer,Sauver et fermer,Sauver et fermer,"'crud.save.button':'Sauver et fermer',",
fr,crud.save.error,Error saving {{model}}.,Error saving _model}}.,Error saving _model_var_.,sauver _model_var_ Erreur.,sauver _model}} Erreur.,sauver {{model}} Erreur.,sauver {{model}} Erreur.,"'crud.save.error':'sauver {{model}} Erreur.',",
fr,crud.save.success,{{model}} saved successfully.,_model}} saved successfully.,_model_var_ saved successfully.,_model_var_ sauvé avec succès.,_model}} sauvé avec succès.,{{model}} sauvé avec succès.,{{model}} sauvé avec succès.,"'crud.save.success':'{{model}} sauvé avec succès.',",
fr,crud.titles.edit,Edit {{model}},Edit _model}},Edit _model_var_,Modifier _model_var_,Modifier _model}},Modifier {{model}},Modifier {{model}},"'crud.titles.edit':'Modifier {{model}}',",
fr,crud.titles.new,New {{model}},New _model}},New _model_var_,New _model_var_,New _model}},New {{model}},New {{model}},"'crud.titles.new':'New {{model}}',",
fr,crud.update.button,Update,Update,Update,Mettre à jour,Mettre à jour,Mettre à jour,Mettre à jour,"'crud.update.button':'Mettre à jour',",
fr,crud.yes,Yes,Yes,Yes,Oui,Oui,Oui,Oui,"'crud.yes':'Oui',",
fr,customer.check.out.belts,Customer Check Out Belts,Customer Check Out Belts,Customer Check Out Belts,Vérifiez client Out Ceintures,Vérifiez client Out Ceintures,Vérifiez client Out Ceintures,Vérifiez client Out Ceintures,"'customer.check.out.belts':'Vérifiez client Out Ceintures',",
fr,customer.paging.systems,Customer Paging Systems,Customer Paging Systems,Customer Paging Systems,Systèmes de radiomessagerie à la clientèle,Systèmes de radiomessagerie à la clientèle,Systèmes de radiomessagerie à la clientèle,Systèmes de radiomessagerie à la clientèle,"'customer.paging.systems':'Systèmes de radiomessagerie à la clientèle',",
fr,dashboard.welcome,Welcome,Welcome,Welcome,Bienvenue,Bienvenue,Bienvenue,Bienvenue,"'dashboard.welcome':'Bienvenue',",
fr,demolition,Demolition,Demolition,Demolition,Démolition,Démolition,Démolition,Démolition,"'demolition':'Démolition',",
fr,dental.equipment.repair,Dental Equipment Repair,Dental Equipment Repair,Dental Equipment Repair,Réparation d'équipement dentaire,Réparation d'équipement dentaire,Réparation d'équipement dentaire,Réparation d'équipement dentaire,"'dental.equipment.repair':'Réparation d\'équipement dentaire',",
fr,disaster.recovery,Disaster Recovery,Disaster Recovery,Disaster Recovery,reprise après sinistre,reprise après sinistre,reprise après sinistre,reprise après sinistre,"'disaster.recovery':'reprise après sinistre',",
fr,"diving.services,commercial","Diving Services,Commercial","Diving Services,Commercial","Diving Services,Commercial","Diving Services, Commercial","Diving Services, Commercial","Diving Services, Commercial","Diving Services, Commercial","'diving.services,commercial':'Diving Services, Commercial',",
fr,dock.doors.and.equipment,Dock Doors And Equipment,Dock Doors And Equipment,Dock Doors And Equipment,Portes quai et équipement,Portes quai et équipement,Portes quai et équipement,Portes quai et équipement,"'dock.doors.and.equipment':'Portes quai et équipement',",
fr,doctitle.admin.index,Admin,Admin,Admin,Administrateur,Administrateur,Administrateur,Administrateur,"'doctitle.admin.index':'Administrateur',",
fr,doctitle.automation.index,{{count}} Automations,_count}} Automations,_count_var_ Automations,_count_var_ Automations,_count}} Automations,{{count}} Automations,{{count}} Automations,"'doctitle.automation.index':'{{count}} Automations',",
fr,doctitle.automation.new,New Automation,New Automation,New Automation,New automation,New automation,New automation,New automation,"'doctitle.automation.new':'New automation',",
fr,doctitle.automation.single,{{description}},_description}},_description_var_,_description_var_,_description}},{{description}},{{description}},"'doctitle.automation.single':'{{description}}',",
fr,doctitle.calendar.index,Calendar,Calendar,Calendar,Calendrier,Calendrier,Calendrier,Calendrier,"'doctitle.calendar.index':'Calendrier',",
fr,doctitle.category.index,{{count}} Categories,_count}} Categories,_count_var_ Categories,_count_var_ Catégories,_count}} Catégories,{{count}} Catégories,{{count}} Catégories,"'doctitle.category.index':'{{count}} Catégories',",
fr,doctitle.category.new,New Category,New Category,New Category,Nouvelle catégorie,Nouvelle catégorie,Nouvelle catégorie,Nouvelle catégorie,"'doctitle.category.new':'Nouvelle catégorie',",
fr,doctitle.category.single,{{name}},_name}},_name_var_,_name_var_,_name}},{{name}},{{name}},"'doctitle.category.single':'{{name}}',",
fr,doctitle.dashboard.index,Dashboard,Dashboard,Dashboard,Tableau de bord,Tableau de bord,Tableau de bord,Tableau de bord,"'doctitle.dashboard.index':'Tableau de bord',",
fr,doctitle.location_level.index,{{count}} Locations Levels,_count}} Locations Levels,_count_var_ Locations Levels,Emplacements _count_var_ Niveaux,Emplacements _count}} Niveaux,Emplacements {{count}} Niveaux,Emplacements {{count}} Niveaux,"'doctitle.location_level.index':'Emplacements {{count}} Niveaux',",
fr,doctitle.location_level.new,New Location Level,New Location Level,New Location Level,Nouvel emplacement Level,Nouvel emplacement Level,Nouvel emplacement Level,Nouvel emplacement Level,"'doctitle.location_level.new':'Nouvel emplacement Level',",
fr,doctitle.location_level.single,{{name}},_name}},_name_var_,_name_var_,_name}},{{name}},{{name}},"'doctitle.location_level.single':'{{name}}',",
fr,doctitle.location.index,{{count}} Locations,_count}} Locations,_count_var_ Locations,Emplacements _count_var_,Emplacements _count}},Emplacements {{count}},Emplacements {{count}},"'doctitle.location.index':'Emplacements {{count}}',",
fr,doctitle.location.new,New Location,New Location,New Location,Nouvel emplacement,Nouvel emplacement,Nouvel emplacement,Nouvel emplacement,"'doctitle.location.new':'Nouvel emplacement',",
fr,doctitle.location.single,{{name}},_name}},_name_var_,_name_var_,_name}},{{name}},{{name}},"'doctitle.location.single':'{{name}}',",
fr,doctitle.people.index,{{count}} People,_count}} People,_count_var_ People,_count_var_ Personnes,_count}} Personnes,{{count}} Personnes,{{count}} Personnes,"'doctitle.people.index':'{{count}} Personnes',",
fr,doctitle.people.new,New Person,New Person,New Person,Nouvelle personne,Nouvelle personne,Nouvelle personne,Nouvelle personne,"'doctitle.people.new':'Nouvelle personne',",
fr,doctitle.people.single,{{name}},_name}},_name_var_,_name_var_,_name}},{{name}},{{name}},"'doctitle.people.single':'{{name}}',",
fr,doctitle.report.index,Reports,Reports,Reports,Rapports,Rapports,Rapports,Rapports,"'doctitle.report.index':'Rapports',",
fr,doctitle.role.index,{{count}} Roles,_count}} Roles,_count_var_ Roles,_count_var_ Rôles,_count}} Rôles,{{count}} Rôles,{{count}} Rôles,"'doctitle.role.index':'{{count}} Rôles',",
fr,doctitle.role.new,New Role,New Role,New Role,Nouveau rôle,Nouveau rôle,Nouveau rôle,Nouveau rôle,"'doctitle.role.new':'Nouveau rôle',",
fr,doctitle.role.single,{{name}},_name}},_name_var_,_name_var_,_name}},{{name}},{{name}},"'doctitle.role.single':'{{name}}',",
fr,doctitle.tenant.index,{{count}} Tenants,_count}} Tenants,_count_var_ Tenants,_count_var_ Tenants,_count}} Tenants,{{count}} Tenants,{{count}} Tenants,"'doctitle.tenant.index':'{{count}} Tenants',",
fr,doctitle.tenant.new,New Tenant,New Tenant,New Tenant,Nouveau locataire,Nouveau locataire,Nouveau locataire,Nouveau locataire,"'doctitle.tenant.new':'Nouveau locataire',",
fr,doctitle.tenant.single,{{companyName}},_companyName}},_companyName_var_,_companyName_var_,_companyName}},{{companyName}},{{companyName}},"'doctitle.tenant.single':'{{companyName}}',",
fr,doctitle.ticket.index,{{count}} Tickets,_count}} Tickets,_count_var_ Tickets,Billets _count_var_,Billets _count}},Billets {{count}},Billets {{count}},"'doctitle.ticket.index':'Billets {{count}}',",
